Name,bpm,axis,mean,std,length,amp_fit_pos,z_fit_pos,tune_fit_pos,phase_fit_pos,amp_fit_ang,z_fit_ang,tune_fit_ang,phase_fit_ang,LR_corr,m00,m01,m10,m11,det,m00_mod,m01_mod,m10_mod,m11_mod,tune,phi,alpha,beta,bet_model,beat,PS_radius_mean,PS_radius_std
bi5-b4,163,x,0.7864140619384765,0.16651583677540183,36.29908000000023,0.3851434825031331,9.99999993981832,0.304961207819744,0.3332511987582827,0.039543150201018076,5.6548897957788435,0.30480099319071374,0.1912256380888328,0.959760703619081,3.546247948629168,-38.874371254100524,0.40987382690924307,-4.221829641372678,0.9619326094291777,3.6157365037913585,-39.636112658090696,0.41790528450704895,-4.304556186772106,0.6940395153659515,4.360778885549387,-4.2182195594934955,42.21910280559377,70.79118234,0.40361071237910096,0.058749513988786986,0.0075174062360840255
bi5-b3,165,x,0.5036738274996777,0.6513499109767812,36.29908000000023,1.9016864276587055,9.999999999999932,0.3048580717697949,-0.09139519577116524,0.04195972479510109,5.857615179149839,0.3048538649735563,-0.132547627475093,0.9992179390237903,21.32303001472424,-982.6295632783672,0.478389186617498,-21.99873097877358,0.9997565768124618,21.325625748597293,-982.7491825276157,0.47844742276007945,-22.001408968305384,0.6951431347120594,4.367713130409571,-23.01727787476864,1044.1615108552674,1477.33283,0.29321173289348257,0.05883201910556003,0.0010683095777082683
g5-bx,167,x,-1.1007080065986328,0.154205841126294,16.31947115000048,0.45285161999109436,9.99999999999997,0.3048222323364627,-0.20198665451560358,-0.053398888717504374,9.999999999999998,0.30486208402454423,-0.0752150819723852,0.9939549467044946,-6.610986645354033,-53.79565816098429,0.7479281820217928,5.935543923197385,0.9954871998406003,-6.625954354953744,-53.91745507758293,0.749621540733659,5.948982385945027,0.69504261420554,4.367081541439939,6.681890807644034,57.29977889792738,80.89815159,0.29170472042020873,0.059724028869415295,0.0029946133609444004
g6-bx,0,x,-2.8596572271679688,0.1489857814961574,16.31947115000048,0.43297136010328413,9.999999999999988,0.3049133134213106,1.8178141820761873,0.05423683075271239,9.999999999990472,0.3048768232719115,1.6815270984924107,0.9953027506248879,5.627606708006028,-48.21351770940697,0.7566204513521347,-6.304988665296478,0.997337023841206,5.635114797983866,-48.27784193245464,0.7576298990130281,-6.313400486638036,0.6949314996471979,4.36638338807955,-6.350628336397758,51.3192850648105,74.81639007,0.31406360268391786,0.06035022931902784,0.002684069143868589
bo6-b3,2,x,-1.0807304697908107,0.3895163538000015,36.2991257,1.1034705623617211,7.290259091888446,0.3048685619916251,0.12537593574683967,-0.03683289537387825,6.5527370193767,0.30487316777773965,0.20022788472810815,0.9997043028340238,-12.48488409757623,-365.00018802506384,0.40666705155272076,11.80896848500994,0.9999474330619309,-12.485212256578603,-365.0097818744445,0.4066777405949971,11.809278877904802,0.695130438545454,4.367633358042099,12.906700718861623,387.8304746563356,534.5534083,0.27447759450318787,0.05602510571374345,0.0006246605078909285
bo6-b4,4,x,-0.004161132802841796,0.08306822793435968,36.2991257,0.2641375592260314,9.999999999999881,0.30493904829803414,0.06480813495456658,0.038667716121374464,9.999999999999998,0.304901279324344,-0.273724592801153,0.9990367656380886,2.1698466982834392,-18.297358767777578,0.3921583964890266,-2.846242332353197,0.9995533469849462,2.1703314449596545,-18.30144642238157,0.3922460052032267,-2.846878186725491,0.6950785739943721,4.367307483456778,-2.6657568113038597,19.447943792928587,19.2559119,-0.009972620041359154,0.059873456680107184,0.0011573745827965767
bo7-b4,23,x,0.02338671881046875,0.08793915941826325,36.29913299999998,0.24257041257639494,9.999999999999554,0.3048411320581756,0.21889399203606053,-0.03671874802026941,9.999999999999988,0.3047865505522566,0.6218432632568409,0.998141142285554,-2.7316483427392657,-16.989861220213427,0.38935742174977134,2.056449757871387,0.9976309875727859,-2.7348897575268847,-17.010021643697357,0.3898194390910164,2.058889971917561,0.6951248236231009,4.367598078444469,2.546777531891494,18.073730285549406,18.49617565,0.02283960600528767,0.05704314245428024,0.0015230811694491213
bo7-b3,25,x,-1.7430869156533204,0.38838131112759344,36.29913299999998,1.1220498209473493,9.999999999966407,0.30478381014762757,0.01706589570869243,0.037018746030484835,9.99999999971191,0.30478720191860803,-0.06685210401184748,0.9998578283763888,11.098247993833482,-347.79355769782404,0.37856233306716286,-11.773201249638372,0.9996334780202698,11.100282429012593,-347.8573122155859,0.3786317278516645,-11.775359411431685,0.6952028432633968,4.3680882903020475,-12.15093852010888,369.5452869898416,529.7048166,0.30235618893966154,0.058370586315917176,0.00045098578696713273
g7-bx,27,x,-2.905208008369141,0.1556661970082126,16.652648999999997,0.43557656284832663,9.999999995882957,0.3047564272224565,0.20707761112350836,-0.05107443945796388,9.999999999761531,0.30477296837809065,0.34726026335330973,0.9989680941296069,-6.602167273803018,-54.028405205818714,0.7428231845583317,5.927463512109687,0.9994463952821315,-6.603995528411297,-54.04336660814299,0.7430288851796556,5.929104929546113,0.695218599647068,4.368187290580424,6.6570166162049125,57.41078844981905,78.28517569,0.26664546711680187,0.05746720130962041,0.0011890229844403308
g8-bx,28,x,5.494323237714844,0.15128440577094793,16.652648999999997,0.4281293255982576,9.999999999999995,0.30479507316448684,-0.19788492309895836,0.05161568716443106,9.999999992545014,0.3047798336520083,-0.3439021681046206,0.9991782447534916,5.717044185822391,-50.821935466872915,0.7387202121291259,-6.3920024718208595,0.9998303816153078,5.717529105411727,-50.82624618256355,0.7387828703647905,-6.392544641360385,0.6952080378509077,4.368120928857973,-6.432476977934777,53.9944950428282,79.37992211,0.3197965731434477,0.05824291348978392,0.0010738973069921672
