Name,bpm,axis,mean,std,length,amp_fit_pos,z_fit_pos,tune_fit_pos,phase_fit_pos,amp_fit_ang,z_fit_ang,tune_fit_ang,phase_fit_ang,LR_corr,m00,m01,m10,m11,det,m00_mod,m01_mod,m10_mod,m11_mod,tune,phi,alpha,beta,bet_model,beat,PS_radius_mean,PS_radius_std
bi5-b4,162,y,0.5850185557110059,0.1803528580958765,36.29908000000023,0.7072252691673067,0.013533078372464973,0.30247584045580367,0.24532219083444812,-0.0949865929575982,0.01364370135250088,0.30251581589050025,0.5207040010327016,0.9976572288069495,-3.3559711824269916,-23.644683328363797,0.4264855859049432,2.7074604198024397,0.997957476415403,-3.3594037668185317,-23.668867794357084,0.42692180769762716,2.71022968862882,0.6973873395517777,4.3818138852847905,3.208540484223375,25.023758383883596,21.00462457,-0.19134518688917443,0.14131328657416836,0.004293041676771858
bi5-b3,164,y,1.7087187522543945,0.6820090296720801,36.29908000000023,2.6372923676733646,0.009382702746975679,0.30246879507130364,0.12813228540753688,0.09031140417754846,0.013642988446465873,0.30245363052517193,0.0575666142834606,0.9954112607802715,11.33365716886978,-341.5330670722208,0.4005123721867663,-11.981371063560903,0.9954668259011463,11.359433559261614,-342.309823377569,0.4014232664469705,-12.008620564173299,0.6973862519895702,4.381807051929908,-12.352891499279359,361.90570981945615,539.1846718,0.32879080443574266,0.13849945013234316,0.006063309038797358
g5-bx,166,y,-0.5434101569602636,0.27396088118602946,16.31947115000048,1.1089219671949662,0.009793497654323165,0.30253710373835047,-0.1844481220727789,-0.1257321144958962,0.01327713232019986,0.3025029455092615,-0.052224897458839785,0.9875178288249482,-8.794368046193993,-75.16093448682875,0.9663007402010698,8.146186079136678,0.9875080761168108,-8.849817380157656,-75.63483138715064,0.9723933590420487,8.197548563633523,0.6971268973985381,4.380177478974185,9.016684544207692,80.00947682133359,82.11920155,0.025691003916810576,0.12365206136208724,0.008923004958836332
g6-bx,0,y,4.121194326826172,0.2373318204656046,16.31947115000048,-0.9275058501682423,0.014237684315222899,0.30242908991454664,-1.0379681266395566,0.12112995272557946,0.01249737963442311,0.30246166157332105,1.9532897710926111,0.9917510142858443,6.901359678353035,-55.79276781793154,0.9515170780491294,-7.54901009548011,0.989337525965296,6.9384493280663575,-56.092612241544835,0.9566307711133791,-7.589580382086373,0.6972226644885215,4.380779201346881,-7.682564988283686,59.324650004964084,75.89979205,0.21838191643683058,0.12030323546064037,0.007047785537780254
bo6-b3,2,y,-0.2682880842683789,1.1251333223508404,36.2991257,4.48227207261274,0.009952288883083383,0.30247941228737135,0.07288160714827627,-0.09195907427338307,0.014482827384605235,0.30247646902218694,0.11396754037953015,0.9992656886253848,-24.4622426944963,-1177.4599644909106,0.495611775400972,23.81481498075278,0.9992396812048913,-24.471547552271872,-1177.907842375324,0.4958002943826369,23.823873572359236,0.6975135298214551,4.382606762133137,25.523075282954487,1244.997137916872,1510.086873,0.17554601647287352,0.12701177314350326,0.0022286247008612274
bo6-b4,4,y,0.3702011726129102,0.29135104008968865,36.2991257,1.1553045700935467,0.01015082661337301,0.30248965784556386,-0.046230639345134626,-0.09195907427338307,0.014482827384605235,0.30247646902218694,0.11396754037953015,0.9990086993980043,-6.5142744709977976,-78.67391768798473,0.4984700945437335,5.8667462840037805,0.99899964234863,-6.51753521979319,-78.71329826420578,0.4987196059463554,5.8696829097114644,0.697498530244771,4.382512517013302,6.546585453407296,83.19920227751176,96.02554322,0.13357217790585538,0.1266315364384377,0.0025635569069872243
bo7-b4,24,y,0.15816796908838868,0.27656384182410526,36.29913299999998,1.1047038590222547,0.013074936677250282,0.3024894427655635,0.36107630556106207,0.09062844862704457,0.02110429266981679,0.30251018198448154,0.18133315246513962,0.9979608206778503,5.308224725370504,-69.61026324815786,0.4684807097280883,-5.955528616509948,0.9977812760463564,5.314123285319275,-69.68761496781218,0.4690012908440246,-5.962146467936472,0.6974841574850239,4.382422210300435,-5.959638852721272,73.66141938840059,95.15734481,0.2258987518464305,0.12866167925497096,0.003729365326964514
bo7-b3,26,y,-0.3431298829600391,1.0859878690028189,36.29913299999998,4.38129661027647,0.013193416161861007,0.30250574616205517,0.22649219414012123,0.09062844862704457,0.02110429266981679,0.30251018198448154,0.18133315246513962,0.9985688226130369,22.028610652663087,-1081.563837512855,0.4627771268557952,-22.676171289554244,0.9984568046396942,22.045627575401603,-1082.3993367892244,0.46313461842605474,-22.693688447623085,0.6974809872046149,4.382402290841149,-23.645406762266568,1144.1289171438013,1470.956668,0.22218720507965276,0.12948963640924455,0.0031721474446801965
g7-bx,28,y,-0.623692382832461,0.25833070272181696,16.652648999999997,1.042130757053373,0.011458331818191484,0.30252307082457286,0.12114691259339966,-0.12560990174412082,0.0176356684335019,0.3025138585351218,0.25437649358598985,0.9993151828709504,-7.718434231807709,-61.84827853168399,0.898544126108313,7.070626185205805,0.9992441963470841,-7.721352696645329,-61.87166436626404,0.898883880177382,7.073299703341964,0.6974816499456443,4.382406454965848,7.8191869269416845,65.4001318964724,83.22493683,0.21417625068238338,0.12884511267245488,0.0021729124591945833
g8-bx,29,y,-1.0026884764802637,0.26634849558680235,16.652648999999997,1.0975920987679197,0.011127702990168575,0.30254556167490093,0.27846480920609135,0.1290705128819276,0.014065813521623474,0.30255785313512057,0.1475818888089001,0.9986942504200301,7.3310664539164705,-65.59281080468857,0.9070206864515759,-7.979122512786304,0.9985588971795962,7.33635458042553,-65.6401249415608,0.9076749487156599,-7.984878102309894,0.6974420694278787,4.3821577632381725,-8.098182231726474,69.389415916781,82.64290272,0.16037053838879234,0.13172865423214633,0.0030690341205442564
bi8-b3,31,y,-0.5256376959907813,0.6951757425508713,36.29913299999998,2.8071886456025728,0.01997599972060159,0.3025713276359069,0.16102477971234364,-0.0942650190368292,0.016091216965372634,0.3025640334582552,0.23298139801216364,0.9984684482571996,-14.367023197633193,-419.1373193072786,0.4726295293516399,13.718802492154444,0.9983203093761074,-14.379104496477792,-419.4897738931603,0.4730269657939935,13.730338699092917,0.6974216880753171,4.382029703423217,14.858164020154705,443.47003403214444,570.7027462,0.22294042391600383,0.13326008645596757,0.003374824162895556
bi8-b4,33,y,0.04728320305703125,0.1610749894662085,36.29913299999998,0.6583941501949433,0.005290283557773161,0.3025628638720503,-0.12542362351616798,0.09495074355666935,0.012305857607914392,0.30258299771715785,-0.43897571944730374,0.9993976373700109,2.728491580309431,-22.161650784327627,0.46090180384186696,-3.377309635655952,0.999383917624952,2.7293324566527537,-22.168480641530778,0.4610438462165777,-3.3783504670798763,0.6974004697791696,4.38189638493662,-3.2285628686304575,23.43682026291531,18.2136177,-0.28677457981976373,0.13598650583704364,0.0020987376491883947
