Name,bpm,axis,mean,std,length,amp_fit_pos,b_fit_pos,tune_fit_pos,phase_fit_pos,amp_fit_ang,b_fit_ang,tune_fit_ang,phase_fit_ang,amp_fit_pos_next,b_fit_pos_next,tune_fit_pos_next,phase_fit_pos_next,amp_fit_ang_next,b_fit_ang_next,tune_fit_ang_next,phase_fit_ang_next,PS_area,LR_corr,m00,m01,m10,m11,det,m00_mod,m01_mod,m10_mod,m11_mod,tune,phi,alpha,beta,bet_model,beat,PS_radius_mean,PS_radius_std
bi5-b4,163,x,-0.46481152283730465,0.10047567853111228,36.29908000000023,0.2940674030425367,-0.006573250198,0.23592568827416882,-0.6711160183549759,0.03487322253698249,-0.006573250198,0.2360541029379858,-0.6488802812650157,0.29326306296675514,-0.006573250198,0.2359060236605141,0.8204217850784098,0.03475624730684358,-0.006573250198,0.23602852948012068,0.8442969232433205,0.005280303824133925,0.833044498776641,-8.277997996646391,70.9962896101915,-0.9980136812310582,8.461015282934346,0.8150007858885179,-9.169513689093112,78.64237823193552,-1.1054967778027733,9.372241391206346,0.23383968752419365,1.469258088887479,-9.318875146365443,79.04952910690896,67.80573273,-0.16582368369473058,0.03222713457996981,0.008017900553605505
bi5-b3,165,x,-0.5364091797304004,0.343115422857233,36.29908000000023,1.5591688007800306,-0.006573250198,0.23602664895995334,-0.6520586311360423,0.03487322253698249,-0.006573250198,0.2360541029379858,-0.6488802812650157,1.5541679979799807,-0.006573250198,0.236002391734707,0.8407312726902073,0.03475624730684358,-0.006573250198,0.23602852948012068,0.8442969232433205,0.005746860546020058,0.8108585472079903,-41.201178764128436,1846.7317321778323,-0.9237642058432528,41.38601338688113,0.792136093287722,-46.292404604281735,2074.932201113948,-1.0379136631178243,46.5000792242321,0.23344393567923682,1.4667715067099572,-46.648409421228045,2086.209633481336,1829.361467,-0.14040317953266257,0.0331405317808355,0.008769363523227759
g5-bx,167,x,-4.628361333037109,0.08318305533192163,16.474290150000343,0.36358813873963053,-0.006573250198,0.23598299098333894,-0.5684160903384554,-0.029510443390849312,-0.006573250198,0.2359473822466819,-1.383418659409551,0.36243498198386986,-0.006573250198,0.23596091593206495,0.92320228061309,-0.029354849250272968,-0.006573250198,0.23593121202402886,0.10657678350157693,0.025329757593135077,0.9996996584896026,0.9883745172907059,16.478538217654155,-0.10833443813937717,-0.8048161057923354,0.9897334490975316,0.9934875194663471,16.563784043284308,-0.10889486762052351,-0.808979534156704,0.23529641398991027,1.4784109712134494,0.9050932903861004,16.634722693928587,100.3380643,0.8342132389140718,0.08922674232655073,0.0007338870677023613
g6-bx,0,x,2.9231289067285156,0.08086005371776343,16.474290150000343,0.359898958359207,-0.006573250198,0.23592974063635014,0.9253271453711885,-0.029510443390849312,-0.006573250198,0.2359473822466819,-1.383418659409551,-0.3578290568078468,-0.006573250198,0.23593354248724732,-0.7360809877915647,-0.029354849250272968,-0.006573250198,0.23593121202402886,0.10657678350157693,0.025051230569109375,0.9999570104639073,-0.7940530594664486,16.1714155759855,-0.10876266702314172,0.9718261356208105,0.9871647713245979,-0.7991985719611561,16.27620734010168,-0.10946745577176933,0.978123628545125,0.2357425347200538,1.4812140304303154,-0.8922388094936154,16.34173461184113,92.50155563,0.8233355698664466,0.0890629673357209,0.00035145790509996406
bo6-b3,2,x,0.4939736326224512,0.21026712084352067,36.2991257,0.9371665670584975,-0.006573250198,0.23591058806477694,1.0047692545629736,0.03108220983882686,-0.006573250198,0.23593227959793217,-2.1989227703713277,-0.9308922615013006,-0.006573250198,0.23590702791769758,-0.6522624696493675,0.030881641300044456,-0.006573250198,0.23593179657655428,-0.716118001592117,0.005474792018779441,0.9774340482350248,19.725134974420435,592.8156105426408,-0.652243756906885,-19.55353615241481,0.9641411397890509,20.088600236848755,603.7391292783506,-0.6642623285708469,-19.91383944860292,0.23607521980398832,1.4833043524616107,20.07801789740458,606.0572874220339,667.6941266,0.09231298692386321,0.03790540161307853,0.0035115114324992527
bo6-b4,4,x,-0.018055664063828122,0.053014018476660485,36.2991257,-0.19916336907017015,-0.006573250198,0.23605840275713938,0.6378968288678494,0.03108220983882686,-0.006573250198,0.23593227959793217,-2.1989227703713277,0.19830469310643706,-0.006573250198,0.2360660006110697,-1.0258199180017606,0.030881641300044456,-0.006573250198,0.23593179657655428,-0.716118001592117,0.005612669156249197,0.9647259011651832,-4.001878684261851,26.94251056852088,-0.654988119554971,4.170659147039892,0.9565523935047671,-4.091754207079157,27.54759443397625,-0.6696980606422995,4.264325197639357,0.23625013906587278,1.4844034025978259,-4.193680234562193,27.650719121282293,21.36609832,-0.294139842808806,0.03762068223257907,0.004299476587490821
bo7-b4,23,x,0.031099609415566408,0.05515893090245419,36.29913299999998,-0.21479502823040844,-0.006573250198,0.2361353011605074,0.126404933878218,0.03714610223642608,-0.006573250198,0.23605268961169928,-0.004364400152420315,0.21223563350003544,-0.006573250198,0.2361216306797042,-1.527303248463714,0.03699719235887786,-0.006573250198,0.23604688823018943,1.4803374334839743,0.00548077459796565,0.9755826208630256,5.366852982067473,31.024047991705032,-0.9352177191661191,-5.2289693043933525,0.9511298976798493,5.5030034083917805,31.81108974121635,-0.9589430367024795,-5.361621792249582,0.23873981693875915,1.5000465100283555,5.445936833844797,31.89087191635578,19.87322377,-0.6047155854249098,0.03784798281928202,0.003617610859958675
bo7-b3,25,x,0.13703808637027343,0.2533640949613429,36.29913299999998,1.1369165206646075,-0.006573250198,0.23604251197069537,-0.030748431158909077,0.03714610223642608,-0.006573250198,0.23605268961169928,-0.004364400152420315,1.1340366435490281,-0.006573250198,0.236037600293024,1.4538403817665861,0.03699719235887786,-0.006573250198,0.23604688823018943,1.4803374334839743,0.004942797522887463,0.9885637915882717,-30.17451418414456,926.7622877395189,-0.9878339800207058,30.30763979957222,0.9689722106873014,-30.65382160201649,941.4834539663118,-1.003525240246485,30.78906185281471,0.23922970430224685,1.5031245631127945,-30.791920125403315,943.6433215323015,661.517763,-0.42648221153254434,0.03703979285449503,0.002441378769256558
g7-bx,27,x,10.953891625195311,0.10382469303065686,16.652648999999997,0.4629166140723207,-0.006573250198,0.23596988188138351,0.0208197267775994,-0.05540699707090727,-0.006573250198,0.23596831238830374,-0.03205657713004403,0.46062620509119767,-0.006573250198,0.23596811189561764,1.5038828005634712,0.055275166811296066,-0.006573250198,0.2359672637058092,-1.690537192168691,0.004374117066312234,0.9998993339597438,18.48783001187518,153.94826441264422,-2.2112443282003214,-18.35983308958942,0.9837533120126385,18.639868130448686,155.21428668047778,-2.229428908389017,-18.510818601597688,0.23972342536717198,1.5062267040537771,18.614133245100405,155.53841223190125,99.54348468,-0.5625172529564015,0.03714452595916011,0.0003941906522618846
g8-bx,28,x,-7.592114261435547,0.11069404834978683,16.652648999999997,-0.4610823174498566,-0.006573250198,0.23596767358808968,-0.08549535382018507,-0.05540699707090727,-0.006573250198,0.23596831238830374,-0.03205657713004403,0.46115184437547563,-0.006573250198,0.23596628145310047,-1.743254334869893,0.055275166811296066,-0.006573250198,0.2359672637058092,-1.690537192168691,0.004330370333779234,0.9999829800489076,-18.406249893210894,154.12493701878498,-2.21986067962422,18.53434251783662,0.9881474478957368,-18.516309750926947,155.04652445442224,-2.2331342987463323,18.645168303219773,0.23973865448767687,1.5063223914399746,-18.619425058624678,155.36933910287226,99.62958574,-0.5594698898812491,0.037073775798887924,0.0003315480052134799
