Name,bpm,axis,mean,std,length,amp_fit_pos,b_fit_pos,tune_fit_pos,phase_fit_pos,amp_fit_ang,b_fit_ang,tune_fit_ang,phase_fit_ang,amp_fit_pos_next,b_fit_pos_next,tune_fit_pos_next,phase_fit_pos_next,amp_fit_ang_next,b_fit_ang_next,tune_fit_ang_next,phase_fit_ang_next,PS_area,LR_corr,m00,m01,m10,m11,det,m00_mod,m01_mod,m10_mod,m11_mod,tune,phi,alpha,beta,bet_model,beat,PS_radius_mean,PS_radius_std
bi5-b4,162,y,0.46635644499552736,0.14177116559955136,36.29908000000023,0.03732822994741574,-0.013384201676357847,0.3128149735055083,-1.5611736882408294,-0.004961324949878979,-0.018350906257499692,0.30766298032236755,-0.849994860966737,0.04231623094819399,-0.01926125527656465,0.30919900488213337,0.9223224828792148,-0.005029152369637858,-0.019587014787016552,0.30720086039424854,1.1342111041895921,0.00036968515270296694,0.15010061766062388,0.1758957411931814,4.68075839544032,-0.040793362878901854,-0.5987297702001906,0.08562985906987769,0.6010944385024566,15.995713258246454,-0.13940453241212988,-2.0460594019608913,0.37849950251734266,2.37818251299175,1.9143730738254656,23.135612513445835,21.00462457,-0.10145327455599625,0.009877305925063497,0.003476557054516988
bi5-b3,164,y,-3.4162675815771486,0.46454592470832307,36.29908000000023,-0.1468279751158118,-0.020139519128671277,0.30687992888787996,-0.7321149039878788,-0.004961324949878979,-0.018350906257499692,0.30766298032236755,-0.849994860966737,-0.13625543097931492,-0.01787065637301469,0.30686664821180276,1.1710065500968951,-0.005029152369637858,-0.019587014787016552,0.30720086039424854,1.1342111041895921,0.00023595164495492023,0.10213072945768265,-0.5009511632697948,6.359349561831518,-0.013370549344519929,0.06825612358042911,0.05083501260761668,-2.221845834662048,28.20533291686484,-0.05930178737256602,0.3027332702003898,0.4545812322273304,2.8562181192503537,-4.4838861951282984,100.19056455893407,539.1846718,0.8141813560380704,0.014296624899953874,0.0065515245014584975
g5-bx,166,y,-6.44636816482422,0.18910547418778245,16.474290150000343,-0.05821232156910434,-0.017822443921880305,0.30672073314633214,-0.6016094146293497,0.004632081477800959,-0.02041510236880764,0.30605158384367237,-1.6198713095595696,-0.06015678900292854,-0.01940193880848514,0.3060345487459701,1.3966275353350266,0.004481246488316621,-0.019204765549094126,0.3055402702357532,0.3814585433331885,0.0007825737047572122,0.9952444612393853,0.1459406439402858,13.677285058056377,-0.07989255623615059,-0.7688530396696445,0.9805063579537975,0.14738424163321812,13.81257634239158,-0.08068282758723606,-0.7764582855031852,0.30092462916881724,1.890765208561978,0.4866195377805156,14.55111519086903,82.11920155,0.8228049601528423,0.015574973142227482,0.0005017917519118328
g6-bx,0,y,-0.6497050790445312,0.16744566775079267,16.474290150000343,-0.0680449148891494,-0.016832668384521195,0.30586419014551003,0.701971430180237,0.004632081477800959,-0.02041510236880764,0.30605158384367237,-1.6198713095595696,0.06661932364358944,-0.017066516382486806,0.30571177617492173,-0.500063857014231,0.004481246488316621,-0.019204765549094126,0.3055402702357532,0.3814585433331885,0.0007460440521947387,0.9991665013622464,-1.1424194597397046,18.020606939006715,-0.08238261155429397,0.46681542972667034,0.9512856304023037,-1.1713053417295762,18.476254924506378,-0.0844656418940581,0.47861877857474416,0.3062883784713843,1.924466639371262,-0.8793893616796172,19.69523546488273,75.89979205,0.7405100207401328,0.015379116953608647,0.00017961312662380553
bo6-b3,2,y,-3.6120537139587894,0.7636958730767727,36.2991257,-0.24461207930279902,-0.01875480621956012,0.30635679973274077,0.5449934102728071,0.004950231718117231,-0.017878978447073965,0.30548717588422275,0.6917945547687847,0.2390450031766697,-0.018227676108896484,0.30643735808938444,-0.6784019407438274,-0.004856390818941172,-0.01730075152819466,0.3056676620006446,-0.5481667839595045,0.0004432697976487519,0.15723146103273417,-2.1191490246391553,-87.1952160563414,0.03798168185424954,1.509142248832856,0.11372363080862181,-6.283999477048337,-258.5635487303529,0.11262863825735987,4.475121377587894,0.5701448940443402,3.5823260212228605,12.610230393230745,606.0989489445298,1510.086873,0.598633058944199,0.009664518851830476,0.00310341978578714
bo6-b4,4,y,-0.3300029295847754,0.19643687627460438,36.2991257,-0.0717412426008605,-0.024975241790123892,0.3086193894370025,0.16456577125261576,0.004950231718117231,-0.017878978447073965,0.30548717588422275,0.6917945547687847,0.06843036208262582,-0.02410080236157994,0.3085815019000911,-1.0327618139778676,-0.004856390818941172,-0.01730075152819466,0.3056676620006446,-0.5481667839595045,0.00045143250021127614,0.15184524612503536,-0.7347725027957313,-5.7996660973978855,0.033927828854836306,0.10964749037385733,0.11620411784044185,-2.1554707628714573,-17.013443834374492,0.09952800746632827,0.3216532448122691,0.5653381467907178,3.5521243375035745,3.103411815146224,42.62985821311036,96.02554322,0.5560570991465997,0.009854143069959275,0.00296048432187625
bo7-b4,24,y,0.721035155862793,0.19490620980686266,36.29913299999998,-0.060662526603305206,-0.012256094761257833,0.30729676230749997,0.724225612199544,-0.005128258123868474,-0.016103708421981278,0.30642128173300875,0.5990368431104335,0.06213890382158448,-0.014585267029376363,0.3073283738804847,-0.4961631957153051,0.005032346450796721,-0.015840013441380613,0.3064510412877928,-0.6196444566555548,0.00033547378112932374,0.9245337511592708,2.921782787417192,-40.26443268075599,0.27517516373315,-3.479741508428941,0.9127230115606083,3.0582883208547575,-42.14558479285608,0.2880313324654492,-3.6423148430650953,0.7028374290617578,4.416057807616712,-3.5029815928131978,44.06624422788711,95.15734481,0.5369117926117646,0.00904748610247553,0.0015713607076595854
bo7-b3,26,y,3.6873105474392576,0.7608120240628724,36.29913299999998,-0.2467983148580681,-0.015419701032290112,0.3066873209508878,0.6274931767162666,-0.005128258123868474,-0.016103708421981278,0.30642128173300875,0.5990368431104335,0.24466220568085034,-0.015778287786702518,0.3066920883386958,-0.5894296032143246,0.005032346450796721,-0.015840013441380613,0.3064510412877928,-0.6196444566555548,0.0003859651000535753,0.9077962882484512,11.541666801355927,-573.5861478752655,0.24476589495967999,-12.0909634857536,0.8444549612356732,12.559729516812363,-624.1808047220121,0.26635610683830585,-13.157478342805685,0.701694415816966,4.408876043591124,-13.474489810329446,654.0770630264602,1470.956668,0.5553389999477129,0.00950170082261576,0.0018723706210229886
g7-bx,28,y,3.6600527341308595,0.17916951772609893,16.652648999999997,-0.05796779754675551,-0.016350544075327506,0.3060963563942886,0.6502212181615425,0.007004999339918271,-0.017240982612500746,0.3063954262550775,0.7083705781120054,0.057764939121937794,-0.016750923584664946,0.30617888728071196,-0.5806401034690036,-0.007141690094473832,-0.01834240909399969,0.30664204219183827,-0.5468580883329857,0.00017096212645597585,0.9428974996874107,-8.689566713219985,-69.45821819411526,1.035538092106352,8.166663642285302,0.9618622057745775,-8.860162590789232,-70.8218403490835,1.0558680504816649,8.32699374812924,0.707052442636234,4.442541518977423,8.916242986899604,73.48100231123809,83.22493683,0.11707950633432662,0.006563386785669118,0.0009948375370400417
g8-bx,29,y,3.350895505966797,0.17980725356529229,16.652648999999997,0.05851260629019004,-0.017448225528746038,0.30672532323661084,0.7643432948141096,0.007004999339918271,-0.017240982612500746,0.3063954262550775,0.7083705781120054,-0.06072860452035687,-0.018990737634222862,0.30711325768133013,-0.5135172911797193,-0.007141690094473832,-0.01834240909399969,0.30664204219183827,-0.5468580883329857,0.00018032087068636432,0.9317917157183906,7.989359575294349,-70.16481662598612,0.9903050561134732,-8.575200717830665,0.9742107009173334,8.094415989767281,-71.08745178684072,1.0033271134447537,-8.687960674659596,0.7020448742810732,4.411078039063579,-8.78706071865956,74.44115546635365,82.64290272,0.09924321367842616,0.006673615782684236,0.0010856131355665027
bi8-b3,31,y,3.4538242198310547,0.47324081331746964,36.29913299999998,0.13987606928091695,-0.027692034717516877,0.308066214090191,0.6154278488672753,-0.004575571265250369,-0.0252229282814622,0.3077502342506876,0.7122964666879817,-0.13046454126615237,-0.026063785147398027,0.30786855510661626,-0.5594852353155946,0.0041816263345048265,-0.021793664965084194,0.3074856738657341,-0.4523558483450279,0.00016363077772824512,0.7609226349367222,-13.700050389580397,-409.28138641758517,0.42844930098047795,12.750585934153236,0.6726541203608873,-16.70422230584689,-499.0293517142283,0.522400441373983,15.546557561269193,0.651754278427727,4.095092906108528,19.77491943014905,611.9706415837946,570.7027462,-0.07231066550594893,0.005722569947643962,0.0018811108885697654
